season	yr	mnth	holiday	weekday	workingday	weathersit	temp	hum	windspeed	cnt
2	0	6	0	3	1	1	0.626667	0.471667	0.16791199999999998	5180
1	1	1	0	0	0	1	0.166667	0.419167	0.251258	2311
3	0	7	0	6	0	1	0.804167	0.465833	0.168537	4475
4	0	10	0	0	0	1	0.421667	0.74125	0.0995125	4381
3	1	7	0	4	1	1	0.8275	0.457917	0.194029	6241
4	1	12	0	6	0	2	0.38166700000000003	0.91125	0.101379	5582
4	1	11	0	3	1	2	0.295833	0.5475	0.304108	5035
2	1	6	0	5	1	1	0.639167	0.589583	0.176617	7665
1	1	3	0	1	1	1	0.243333	0.50625	0.228858	3333
4	1	10	0	2	1	2	0.446667	0.761667	0.1903	6392
4	1	11	0	6	0	2	0.343333	0.49125	0.270529	5138
3	1	8	0	6	0	2	0.661667	0.712917	0.244408	6053
2	1	4	0	4	1	1	0.435	0.374167	0.219529	6457
1	0	1	0	4	1	1	0.165	0.47041700000000003	0.301	1406
1	1	2	0	1	1	1	0.2225	0.41125	0.167283	3422
2	1	5	0	3	1	1	0.564167	0.797083	0.138058	6169
3	1	7	0	0	0	2	0.6675	0.7625	0.09392080000000001	7410
2	0	4	0	6	0	2	0.3425	0.8775	0.13308299999999998	2455
4	0	10	0	5	1	2	0.550833	0.71625	0.223883	3644
2	1	5	0	4	1	1	0.655	0.716667	0.172896	6770
3	0	9	0	4	1	2	0.5775	0.709167	0.271146	3659
3	1	6	0	0	0	1	0.743333	0.479167	0.145525	6891
4	0	11	0	1	1	1	0.53	0.587083	0.306596	4486
2	0	6	0	2	1	1	0.604167	0.507083	0.269283	4891
1	1	12	0	6	0	1	0.265833	0.44125	0.38061125	1749
4	0	12	0	6	0	1	0.275	0.5075	0.233221	3190
3	1	8	0	0	0	2	0.635833	0.711667	0.08645	4549
4	0	11	0	2	1	2	0.53	0.68875	0.199633	4195
3	1	7	0	0	0	1	0.745833	0.717917	0.166667	6031
4	0	11	0	4	1	2	0.38	0.813333	0.189067	2933
3	0	7	0	0	0	1	0.805833	0.480833	0.16481300000000002	4302
3	1	7	0	5	1	1	0.781667	0.594583	0.15299200000000002	6904
4	1	9	0	5	1	2	0.619167	0.69	0.164179	7415
1	0	1	0	0	0	1	0.231667	0.48375	0.188433	1204
1	0	3	0	4	1	1	0.415	0.602917	0.209579	2744
2	1	5	0	2	1	2	0.581667	0.685833	0.296029	5728
2	1	6	0	1	1	1	0.5975	0.487083	0.284833	6998
3	0	7	0	4	1	1	0.779167	0.583333	0.178479	4390
3	1	8	0	4	1	1	0.719167	0.519167	0.141796	7605
2	0	4	0	4	1	2	0.6175	0.700833	0.32090799999999997	4058
4	0	11	0	2	1	2	0.458333	0.830833	0.258092	2914
4	0	10	0	3	1	3	0.5417390000000001	0.895217	0.243339	2424
3	0	8	0	1	1	1	0.771667	0.550833	0.156717	4266
4	1	10	0	2	1	2	0.318182	0.8254549999999999	0.213009	1096
2	1	4	1	1	0	1	0.664167	0.561667	0.284829	6370
2	1	5	0	2	1	1	0.7225	0.6845829999999999	0.2954	5743
4	1	10	0	5	1	1	0.615	0.6275	0.10635	8156
3	1	8	0	4	1	1	0.695833	0.635833	0.08459580000000001	7765
4	0	10	0	4	1	1	0.475833	0.63625	0.38061125	4195
1	1	3	0	4	1	1	0.5575	0.579583	0.149883	6192
4	1	10	0	3	1	2	0.3575	0.666667	0.166667	5566
1	0	2	0	3	1	1	0.318261	0.42347799999999997	0.251791	2115
4	1	12	0	1	1	1	0.4525	0.7675	0.08272080000000001	6234
3	1	8	0	2	1	1	0.726667	0.686667	0.169158	6784
2	0	5	0	3	1	1	0.5425	0.632917	0.12064200000000001	4182
4	1	11	0	0	0	1	0.3425	0.692917	0.22761199999999998	4669
1	1	2	0	0	0	2	0.265833	0.687917	0.175996	2947
2	1	6	0	1	1	2	0.720833	0.587917	0.207713	6664
2	0	5	0	2	1	2	0.561667	0.837917	0.277354	4123
4	1	11	0	2	1	1	0.280833	0.567083	0.173513	5686
2	0	5	0	2	1	1	0.775	0.636667	0.111329	3982
1	0	3	0	4	1	3	0.38909099999999996	0.20468725	0.26187699999999997	623
1	0	1	0	4	1	1	0.195	0.6875	0.113837	431
1	1	2	0	3	1	1	0.469167	0.507917	0.189067	4579
2	0	5	0	1	1	2	0.631667	0.81	0.233842	4274
1	0	1	0	0	0	2	0.363478	0.696087	0.24853899999999998	801
1	1	3	0	4	1	1	0.485833	0.615417	0.226987	4990
3	1	9	0	2	1	2	0.623333	0.8725	0.357587	4073
1	1	12	0	4	1	2	0.25416700000000003	0.652917	0.35013299999999997	2114
2	1	4	0	6	0	1	0.495	0.5029170000000001	0.190917	7460
2	1	3	0	6	0	2	0.5025	0.885417	0.19278299999999998	3372
1	1	3	0	1	1	1	0.466667	0.489167	0.207713	5298
3	0	9	0	4	1	3	0.6339130000000001	0.939565	0.192748	1842
4	1	11	0	5	1	1	0.36833299999999997	0.56875	0.148021	3910
2	0	4	0	6	0	1	0.4725	0.503333	0.235075	5312
3	0	7	0	6	0	1	0.686667	0.585	0.208342	5923
2	1	5	0	6	0	1	0.564167	0.480417	0.12313299999999999	7429
1	1	1	0	5	1	1	0.274167	0.5075	0.378108	3214
1	1	2	0	3	1	1	0.395833	0.567917	0.234471	4773
4	0	12	0	2	1	1	0.2825	0.59	0.14055	3523
1	0	12	0	3	1	2	0.428333	0.858333	0.2214	2660
4	1	9	0	2	1	1	0.55	0.57	0.236321	7538
3	0	9	0	3	1	1	0.673333	0.697083	0.1673	4785
3	1	9	0	0	0	1	0.61	0.5475	0.224496	8227
4	0	12	0	3	1	3	0.41	0.970417	0.266175	705
3	0	7	0	0	0	2	0.716667	0.6825	0.228858	4649
3	1	7	0	6	0	1	0.755833	0.613333	0.15735	6685
1	1	3	0	6	0	1	0.2875	0.35041700000000003	0.22575	4118
4	0	12	0	4	1	1	0.3125	0.524583	0.220158	3727
3	0	8	0	3	1	1	0.673333	0.605	0.253108	5130
4	0	11	0	2	1	1	0.408333	0.7216670000000001	0.0690375	4205
4	0	12	0	1	1	1	0.238333	0.670833	0.06345	3310
2	0	4	0	4	1	1	0.4675	0.540417	0.1107	3267
2	0	3	0	4	1	2	0.285	0.805833	0.24378699999999998	1865
1	0	1	0	3	1	1	0.22695700000000002	0.436957	0.1869	1600
4	0	10	0	3	1	3	0.543333	0.90625	0.24815	2416
1	0	1	0	2	1	2	0.16909100000000002	0.6863640000000001	0.12213199999999999	1263
3	1	6	0	6	0	1	0.765	0.60125	0.161071	5687
4	1	12	0	1	1	2	0.393333	0.907083	0.0982583	4585
3	0	9	0	5	1	2	0.643333	0.727083	0.139929	4727
3	1	7	0	5	1	2	0.731667	0.485833	0.08085	7499
2	0	5	0	1	1	1	0.5775	0.787917	0.126871	3958
1	1	1	0	0	0	1	0.37	0.6925	0.192167	2294
2	1	4	0	5	1	1	0.4575	0.400833	0.34763299999999997	6233
3	1	8	0	1	1	2	0.635833	0.734167	0.12997899999999998	6530
1	0	1	0	3	1	2	0.292174	0.741739	0.208317	1650
4	0	10	0	1	1	1	0.34	0.703333	0.10635	3669
2	0	3	0	1	1	1	0.264348	0.302174	0.212204	2028
3	0	8	0	4	1	2	0.684167	0.771667	0.210833	3542
1	1	3	0	5	1	2	0.43583299999999997	0.842083	0.113192	4378
1	0	2	0	5	1	1	0.189091	0.506364	0.10855	1746
2	1	6	0	2	1	2	0.6533329999999999	0.833333	0.21454600000000001	4972
1	0	2	0	2	1	1	0.26608699999999996	0.314348	0.29137399999999997	1815
2	0	3	0	6	0	1	0.265833	0.394167	0.209571	2496
3	1	8	0	5	1	2	0.7025	0.615	0.07214580000000001	7582
4	1	11	0	5	1	1	0.355	0.522083	0.266175	5847
3	1	9	0	1	1	2	0.580833	0.734583	0.15174200000000002	6869
3	0	7	0	0	0	1	0.719167	0.604167	0.245033	5302
3	1	8	0	5	1	1	0.764167	0.5875	0.168533	7350
2	0	4	0	3	1	2	0.62	0.835417	0.3122	3872
2	0	3	0	3	1	2	0.346957	0.839565	0.23426100000000002	2121
4	1	11	0	6	0	1	0.278333	0.40458299999999997	0.376871	2277
2	1	5	0	6	0	2	0.621667	0.756667	0.15299200000000002	6883
2	1	3	0	6	0	2	0.424167	0.738333	0.25061700000000003	6235
3	0	9	0	4	1	1	0.655	0.639167	0.141796	5115
1	0	1	0	6	0	2	0.23333299999999998	0.49875	0.15796300000000002	1248
2	1	4	0	2	1	1	0.446667	0.435	0.249375	5918
3	1	9	0	2	1	1	0.5775	0.52	0.09205419999999999	7767
1	1	1	0	6	0	1	0.393333	0.531667	0.174758	4521
2	1	4	0	3	1	1	0.541667	0.469583	0.180975	6436
4	0	10	0	1	1	2	0.384167	0.760833	0.08334580000000001	3570
3	0	9	0	5	1	2	0.469167	0.590417	0.164183	4760
1	0	1	0	2	1	1	0.2	0.590435	0.160296	1562
4	1	12	0	3	1	2	0.2975	0.538333	0.162937	5319
4	1	10	0	2	1	3	0.5908329999999999	0.871667	0.104475	4639
2	0	5	0	5	1	1	0.536667	0.719583	0.125013	4917
3	0	7	0	5	1	1	0.663333	0.59125	0.182833	5538
2	1	5	0	1	1	2	0.598333	0.81125	0.233204	4359
4	0	10	0	5	1	1	0.4275	0.574167	0.221396	4304
1	0	3	0	5	1	1	0.54	0.525217	0.231017	3239
3	1	7	0	1	1	1	0.763333	0.645	0.164187	6830
1	1	3	0	3	1	1	0.404167	0.513333	0.345779	4916
2	1	5	0	5	1	1	0.68	0.7470829999999999	0.14055	6734
3	0	9	0	0	0	1	0.709167	0.742083	0.206467	4940
1	1	1	0	4	1	1	0.19	0.4975	0.220158	3292
4	0	12	0	6	0	1	0.299167	0.612917	0.0957833	3614
4	0	11	0	2	1	3	0.416667	0.9625	0.11879200000000001	1607
2	1	4	0	6	0	1	0.57	0.682917	0.283587	6624
2	0	5	0	0	0	2	0.451667	0.762083	0.10635399999999999	3351
1	1	3	0	0	0	2	0.4725	0.81	0.126883	5892
1	1	1	0	2	1	1	0.308696	0.646522	0.187552	3598
2	0	6	0	3	1	1	0.775833	0.6220829999999999	0.136817	4401
4	1	11	0	3	1	1	0.289167	0.552083	0.199625	5495
1	0	1	0	1	1	2	0.180833	0.60375	0.187192	1501
2	0	6	0	6	0	1	0.635	0.45625	0.123142	5342
3	0	8	0	1	1	1	0.691667	0.47	0.27675	4758
4	0	10	0	5	1	1	0.510833	0.684167	0.0223917	4985
4	1	11	0	2	1	2	0.374167	0.685	0.082725	5634
4	1	10	0	3	1	1	0.455833	0.692917	0.101371	7461
4	1	10	0	5	1	2	0.545833	0.807083	0.132467	7444
1	1	1	0	0	0	1	0.3375	0.465	0.19154200000000002	3425
3	0	7	0	0	0	1	0.83	0.550833	0.16917100000000002	3606
1	0	2	0	3	1	1	0.221739	0.423043	0.094113	1917
4	0	10	0	6	0	1	0.4225	0.629167	0.09266669999999999	4308
1	1	12	0	1	1	2	0.231304	0.791304	0.07723039999999999	920
